127.0.0.1, 2012-05-03 11:27:50, GET, /, HTTP/1.1, 303, 0.000874
127.0.0.1, 2012-05-03 11:27:56, GET, /themishrms/static/css/superfish.css, HTTP/1.1, 200, 0.001305
127.0.0.1, 2012-05-03 11:27:56, POST, /admin/default/check_version, HTTP/1.1, 200, 1.544777
127.0.0.1, 2012-05-03 11:27:56, GET, /themishrms/static/js/dddropdownpanel.js, HTTP/1.1, 304, 0.002440
127.0.0.1, 2012-05-03 11:27:56, GET, /themishrms/static/js/dddropdownpanelteam.js, HTTP/1.1, 304, 0.000905
127.0.0.1, 2012-05-03 11:27:56, GET, /themishrms/static/js/superfish.js, HTTP/1.1, 304, 0.001035
127.0.0.1, 2012-05-03 11:27:56, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000615
127.0.0.1, 2012-05-03 11:27:56, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000951
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/images/eheader.png, HTTP/1.1, 304, 0.000527
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/images/sidetab2.jpg, HTTP/1.1, 200, 0.000398
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/images/sidetab1.jpg, HTTP/1.1, 200, 0.001033
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/images/sidetab4.jpg, HTTP/1.1, 200, 0.000589
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/images/innovate.gif, HTTP/1.1, 200, 0.001895
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/images/tlogo1.png, HTTP/1.1, 304, 0.003909
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/images/sidetab3.jpg, HTTP/1.1, 200, 0.000821
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/images/improve.png, HTTP/1.1, 200, 0.001299
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/images/poweredby.png, HTTP/1.1, 304, 0.001417
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/images/Integrate.png, HTTP/1.1, 200, 0.002444
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/images/sidetab2.jpg, HTTP/1.1, 404, 0.034768
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/images/sidetab4.jpg, HTTP/1.1, 404, 0.045589
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/images/sidetab3.jpg, HTTP/1.1, 404, 0.068988
127.0.0.1, 2012-05-03 11:27:57, GET, /themishrms/static/favicon.ico, HTTP/1.1, 304, 0.000341
127.0.0.1, 2012-05-03 11:28:01, GET, /themishrms/default/user/login, HTTP/1.1, 200, 0.051711
127.0.0.1, 2012-05-03 11:28:01, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000587
127.0.0.1, 2012-05-03 11:28:01, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000328
127.0.0.1, 2012-05-03 11:28:09, POST, /themishrms/default/user/login, HTTP/1.1, 303, 0.191467
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/default/admindash, HTTP/1.1, 200, 0.059606
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/static/css/layout2.css, HTTP/1.1, 304, 0.000523
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/static/css/fullcalendar.css, HTTP/1.1, 200, 0.001821
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/static/js/ui.core.js, HTTP/1.1, 200, 0.003266
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/static/js/jquery.validate.js, HTTP/1.1, 304, 0.001540
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/static/js/ui.resizable.js, HTTP/1.1, 200, 0.002895
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/static/js/ui.draggable.js, HTTP/1.1, 200, 0.002251
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000558
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/static/js/fullcalendar.min.js, HTTP/1.1, 200, 0.001734
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000453
127.0.0.1, 2012-05-03 11:28:09, GET, /themishrms/default/download, HTTP/1.1, 404, 0.045722
127.0.0.1, 2012-05-03 11:28:28, GET, /themishrms/default/admin_newuser, HTTP/1.1, 200, 0.074652
127.0.0.1, 2012-05-03 11:28:28, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000636
127.0.0.1, 2012-05-03 11:28:28, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000263
127.0.0.1, 2012-05-03 11:28:28, GET, /themishrms/default/download, HTTP/1.1, 404, 0.045749
127.0.0.1, 2012-05-03 11:28:39, GET, /themishrms/default/user/logout, HTTP/1.1, 303, 0.136099
127.0.0.1, 2012-05-03 11:28:39, GET, /themishrms/default/index, HTTP/1.1, 200, 0.048773
127.0.0.1, 2012-05-03 11:28:39, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000701
127.0.0.1, 2012-05-03 11:28:39, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000495
127.0.0.1, 2012-05-03 11:28:39, GET, /themishrms/images/sidetab2.jpg, HTTP/1.1, 404, 0.031628
127.0.0.1, 2012-05-03 11:28:39, GET, /themishrms/images/sidetab4.jpg, HTTP/1.1, 404, 0.051235
127.0.0.1, 2012-05-03 11:28:39, GET, /themishrms/images/sidetab3.jpg, HTTP/1.1, 404, 0.073363
127.0.0.1, 2012-05-03 11:28:41, GET, /themishrms/default/user/login, HTTP/1.1, 200, 0.054942
127.0.0.1, 2012-05-03 11:28:41, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000506
127.0.0.1, 2012-05-03 11:28:41, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000263
127.0.0.1, 2012-05-03 11:28:47, POST, /themishrms/default/user/login, HTTP/1.1, 303, 0.148147
127.0.0.1, 2012-05-03 11:28:47, GET, /themishrms/default/emp_time, HTTP/1.1, 303, 0.062124
127.0.0.1, 2012-05-03 11:28:47, GET, /themishrms/default/employee, HTTP/1.1, 200, 0.149171
127.0.0.1, 2012-05-03 11:28:47, GET, /themishrms/static/css/dock.css, HTTP/1.1, 200, 0.000861
127.0.0.1, 2012-05-03 11:28:47, GET, /themishrms/static/js/jquery.jqDock.min.js, HTTP/1.1, 200, 0.000548
127.0.0.1, 2012-05-03 11:28:47, GET, /themishrms/static/images/home-sm.png, HTTP/1.1, 200, 0.001559
127.0.0.1, 2012-05-03 11:28:47, GET, /themishrms/static/images/email-sm.png, HTTP/1.1, 200, 0.001327
127.0.0.1, 2012-05-03 11:28:47, GET, /themishrms/default/download, HTTP/1.1, 404, 0.050818
127.0.0.1, 2012-05-03 11:28:58, GET, /themishrms/default/emp_leavecalendar, HTTP/1.1, 200, 0.057321
127.0.0.1, 2012-05-03 11:28:58, GET, /themishrms/default/download, HTTP/1.1, 404, 0.050641
127.0.0.1, 2012-05-03 11:29:33, GET, /themishrms/default/user/logout, HTTP/1.1, 303, 0.249121
127.0.0.1, 2012-05-03 11:29:33, GET, /themishrms/default/index, HTTP/1.1, 200, 0.047924
127.0.0.1, 2012-05-03 11:29:33, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000411
127.0.0.1, 2012-05-03 11:29:33, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000347
127.0.0.1, 2012-05-03 11:29:33, GET, /themishrms/images/sidetab4.jpg, HTTP/1.1, 404, 0.031984
127.0.0.1, 2012-05-03 11:29:33, GET, /themishrms/images/sidetab2.jpg, HTTP/1.1, 404, 0.053690
127.0.0.1, 2012-05-03 11:29:33, GET, /themishrms/images/sidetab3.jpg, HTTP/1.1, 404, 0.075004
127.0.0.1, 2012-05-03 11:29:35, GET, /themishrms/default/user/login, HTTP/1.1, 200, 0.054685
127.0.0.1, 2012-05-03 11:29:35, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000462
127.0.0.1, 2012-05-03 11:29:35, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000667
127.0.0.1, 2012-05-03 11:29:43, POST, /themishrms/default/user/login, HTTP/1.1, 303, 0.155946
127.0.0.1, 2012-05-03 11:29:43, GET, /themishrms/default/admindash, HTTP/1.1, 200, 0.064126
127.0.0.1, 2012-05-03 11:29:43, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.001212
127.0.0.1, 2012-05-03 11:29:43, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000428
127.0.0.1, 2012-05-03 11:29:43, GET, /themishrms/default/download, HTTP/1.1, 404, 0.047056
127.0.0.1, 2012-05-03 11:29:46, GET, /themishrms/default/admin_leave_stat, HTTP/1.1, 200, 0.067773
127.0.0.1, 2012-05-03 11:29:46, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000489
127.0.0.1, 2012-05-03 11:29:46, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000896
127.0.0.1, 2012-05-03 11:29:46, GET, /themishrms/default/download, HTTP/1.1, 404, 0.043313
127.0.0.1, 2012-05-03 11:30:01, GET, /themishrms/default/admindash, HTTP/1.1, 200, 0.047864
127.0.0.1, 2012-05-03 11:30:01, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000381
127.0.0.1, 2012-05-03 11:30:01, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000389
127.0.0.1, 2012-05-03 11:30:01, GET, /themishrms/default/download, HTTP/1.1, 404, 0.045504
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/default/admindash, HTTP/1.1, 303, 1.063293
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/default/user/login, HTTP/1.1, 200, 0.052644
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/css/skeleton.css, HTTP/1.1, 200, 0.001278
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/js/modernizr.custom.js, HTTP/1.1, 200, 0.001957
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/js/calendar.js, HTTP/1.1, 200, 0.001378
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/js/jquery.js, HTTP/1.1, 200, 0.001961
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/css/calendar.css, HTTP/1.1, 200, 0.000867
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/js/web2py.js, HTTP/1.1, 200, 0.001311
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/css/web2py.css, HTTP/1.1, 200, 0.000434
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/css/superfish.css, HTTP/1.1, 200, 0.000342
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/css/dddropdownpanel.css, HTTP/1.1, 200, 0.000284
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/css/dddropdownpanelteam.css, HTTP/1.1, 200, 0.000418
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/js/superfish.js, HTTP/1.1, 200, 0.000240
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/js/dddropdownpanel.js, HTTP/1.1, 200, 0.000265
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/js/dddropdownpanelteam.js, HTTP/1.1, 200, 0.000577
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000565
127.0.0.1, 2012-05-03 11:44:13, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000504
127.0.0.1, 2012-05-03 11:44:14, GET, /themishrms/static/images/eheader.png, HTTP/1.1, 200, 0.000597
127.0.0.1, 2012-05-03 11:44:14, GET, /themishrms/static/images/tlogo1.png, HTTP/1.1, 200, 0.001417
127.0.0.1, 2012-05-03 11:44:14, GET, /themishrms/static/images/poweredby.png, HTTP/1.1, 200, 0.000956
127.0.0.1, 2012-05-03 11:44:29, POST, /themishrms/default/user/login, HTTP/1.1, 303, 0.159628
127.0.0.1, 2012-05-03 11:44:29, GET, /themishrms/default/admindash, HTTP/1.1, 200, 0.072578
127.0.0.1, 2012-05-03 11:44:29, GET, /themishrms/static/js/ui.core.js, HTTP/1.1, 200, 0.001565
127.0.0.1, 2012-05-03 11:44:29, GET, /themishrms/static/css/layout2.css, HTTP/1.1, 200, 0.001754
127.0.0.1, 2012-05-03 11:44:29, GET, /themishrms/static/js/fullcalendar.min.js, HTTP/1.1, 200, 0.000375
127.0.0.1, 2012-05-03 11:44:29, GET, /themishrms/static/js/ui.draggable.js, HTTP/1.1, 200, 0.000362
127.0.0.1, 2012-05-03 11:44:29, GET, /themishrms/static/js/jquery.validate.js, HTTP/1.1, 200, 0.000932
127.0.0.1, 2012-05-03 11:44:29, GET, /themishrms/static/js/ui.resizable.js, HTTP/1.1, 200, 0.001553
127.0.0.1, 2012-05-03 11:44:29, GET, /themishrms/static/css/fullcalendar.css, HTTP/1.1, 200, 0.000322
127.0.0.1, 2012-05-03 11:44:29, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000552
127.0.0.1, 2012-05-03 11:44:29, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000509
127.0.0.1, 2012-05-03 11:44:30, GET, /themishrms/default/download, HTTP/1.1, 404, 0.042338
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/default/admindash, HTTP/1.1, 200, 0.055668
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/js/calendar.js, HTTP/1.1, 304, 0.000685
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/css/calendar.css, HTTP/1.1, 304, 0.000685
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/js/jquery.js, HTTP/1.1, 304, 0.001383
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/js/web2py.js, HTTP/1.1, 304, 0.001127
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/css/skeleton.css, HTTP/1.1, 304, 0.000815
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000865
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/css/web2py.css, HTTP/1.1, 304, 0.000372
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/css/superfish.css, HTTP/1.1, 304, 0.000806
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/js/superfish.js, HTTP/1.1, 304, 0.000284
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/css/layout2.css, HTTP/1.1, 304, 0.000972
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/js/jquery.validate.js, HTTP/1.1, 304, 0.000983
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000418
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000768
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/js/ui.draggable.js, HTTP/1.1, 304, 0.000290
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/js/ui.core.js, HTTP/1.1, 304, 0.000900
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/js/ui.resizable.js, HTTP/1.1, 304, 0.000284
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/js/fullcalendar.min.js, HTTP/1.1, 304, 0.000392
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/css/fullcalendar.css, HTTP/1.1, 304, 0.000347
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/images/tlogo1.png, HTTP/1.1, 304, 0.001473
127.0.0.1, 2012-05-03 11:45:28, GET, /themishrms/static/images/poweredby.png, HTTP/1.1, 304, 0.000601
127.0.0.1, 2012-05-03 11:45:29, GET, /themishrms/default/download, HTTP/1.1, 404, 0.046191
127.0.0.1, 2012-05-03 11:45:29, GET, /themishrms/static/favicon.ico, HTTP/1.1, 200, 0.000489
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/default/user/logout, HTTP/1.1, 303, 0.136146
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/default/index, HTTP/1.1, 200, 0.051459
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000492
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000399
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/static/images/sidetab1.jpg, HTTP/1.1, 200, 0.002129
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/static/images/sidetab3.jpg, HTTP/1.1, 200, 0.006675
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/static/images/sidetab2.jpg, HTTP/1.1, 200, 0.006132
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/static/images/innovate.gif, HTTP/1.1, 200, 0.000917
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/static/images/sidetab4.jpg, HTTP/1.1, 200, 0.000618
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/static/images/improve.png, HTTP/1.1, 200, 0.000739
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/static/images/Integrate.png, HTTP/1.1, 200, 0.000723
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/images/sidetab3.jpg, HTTP/1.1, 404, 0.042767
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/images/sidetab2.jpg, HTTP/1.1, 404, 0.065102
127.0.0.1, 2012-05-03 11:52:26, GET, /themishrms/images/sidetab4.jpg, HTTP/1.1, 404, 0.082397
127.0.0.1, 2012-05-03 11:52:28, GET, /themishrms/default/user/login, HTTP/1.1, 200, 0.058142
127.0.0.1, 2012-05-03 11:52:28, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000545
127.0.0.1, 2012-05-03 11:52:28, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.001243
127.0.0.1, 2012-05-03 11:52:36, POST, /themishrms/default/user/login, HTTP/1.1, 303, 0.044855
127.0.0.1, 2012-05-03 11:52:36, GET, /themishrms/default/user/login, HTTP/1.1, 200, 0.042559
127.0.0.1, 2012-05-03 11:52:36, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000380
127.0.0.1, 2012-05-03 11:52:36, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.002158
127.0.0.1, 2012-05-03 11:52:44, POST, /themishrms/default/user/login, HTTP/1.1, 303, 0.047991
127.0.0.1, 2012-05-03 11:52:44, GET, /themishrms/default/user/login, HTTP/1.1, 200, 0.050870
127.0.0.1, 2012-05-03 11:52:44, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.001196
127.0.0.1, 2012-05-03 11:52:44, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000473
127.0.0.1, 2012-05-03 11:52:50, POST, /themishrms/default/user/login, HTTP/1.1, 303, 0.202594
127.0.0.1, 2012-05-03 11:52:50, GET, /themishrms/default/admindash, HTTP/1.1, 200, 0.059312
127.0.0.1, 2012-05-03 11:52:50, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000467
127.0.0.1, 2012-05-03 11:52:50, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000440
127.0.0.1, 2012-05-03 11:52:50, GET, /themishrms/default/download, HTTP/1.1, 404, 0.043892
127.0.0.1, 2012-05-03 11:52:54, GET, /themishrms/default/admin_newuser, HTTP/1.1, 200, 0.084224
127.0.0.1, 2012-05-03 11:52:54, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000490
127.0.0.1, 2012-05-03 11:52:54, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000732
127.0.0.1, 2012-05-03 11:52:54, GET, /themishrms/default/download, HTTP/1.1, 404, 0.044639
127.0.0.1, 2012-05-03 11:53:03, GET, /themishrms/default/admin_newuser/edit/auth_user/3, HTTP/1.1, 200, 0.061046
127.0.0.1, 2012-05-03 11:53:03, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000530
127.0.0.1, 2012-05-03 11:53:03, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000290
127.0.0.1, 2012-05-03 11:53:03, GET, /themishrms/default/download, HTTP/1.1, 404, 0.076890
127.0.0.1, 2012-05-03 11:53:18, POST, /themishrms/default/admin_newuser/edit/auth_user/3, HTTP/1.1, 303, 0.206685
127.0.0.1, 2012-05-03 11:53:18, GET, /themishrms/default/admin_newuser, HTTP/1.1, 200, 0.067326
127.0.0.1, 2012-05-03 11:53:18, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.000710
127.0.0.1, 2012-05-03 11:53:18, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000347
127.0.0.1, 2012-05-03 11:53:18, GET, /themishrms/default/download, HTTP/1.1, 404, 0.047118
127.0.0.1, 2012-05-03 11:53:27, GET, /themishrms/default/user/logout, HTTP/1.1, 303, 0.164094
127.0.0.1, 2012-05-03 11:53:27, GET, /themishrms/default/index, HTTP/1.1, 200, 0.050993
127.0.0.1, 2012-05-03 11:53:28, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000598
127.0.0.1, 2012-05-03 11:53:28, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.002052
127.0.0.1, 2012-05-03 11:53:28, GET, /themishrms/images/sidetab3.jpg, HTTP/1.1, 404, 0.033208
127.0.0.1, 2012-05-03 11:53:28, GET, /themishrms/images/sidetab2.jpg, HTTP/1.1, 404, 0.055098
127.0.0.1, 2012-05-03 11:53:28, GET, /themishrms/images/sidetab4.jpg, HTTP/1.1, 404, 0.079329
127.0.0.1, 2012-05-03 11:53:29, GET, /themishrms/default/user/login, HTTP/1.1, 200, 0.050986
127.0.0.1, 2012-05-03 11:53:29, GET, /themishrms/static/jquery-ui/css/sunny/jquery-ui-1.8.16.custom.css, HTTP/1.1, 404, 0.000533
127.0.0.1, 2012-05-03 11:53:29, GET, /themishrms/static/jquery-ui/js/jquery-ui-1.8.16.custom.min.js, HTTP/1.1, 404, 0.002767
127.0.0.1, 2012-05-03 11:53:34, POST, /themishrms/default/user/login, HTTP/1.1, 303, 0.166562
127.0.0.1, 2012-05-03 11:53:34, GET, /themishrms/default/emp_time, HTTP/1.1, 303, 0.047366
127.0.0.1, 2012-05-03 11:53:34, GET, /themishrms/default/employee, HTTP/1.1, 200, 0.177959
127.0.0.1, 2012-05-03 11:53:34, GET, /themishrms/static/css/dock.css, HTTP/1.1, 200, 0.000545
127.0.0.1, 2012-05-03 11:53:35, GET, /themishrms/static/js/jquery.jqDock.min.js, HTTP/1.1, 200, 0.000668
127.0.0.1, 2012-05-03 11:53:35, GET, /themishrms/static/images/email-sm.png, HTTP/1.1, 200, 0.000805
127.0.0.1, 2012-05-03 11:53:35, GET, /themishrms/static/images/home-sm.png, HTTP/1.1, 200, 0.001766
127.0.0.1, 2012-05-03 11:53:35, GET, /themishrms/default/download, HTTP/1.1, 404, 0.043659
127.0.0.1, 2012-05-03 11:53:41, GET, /themishrms/default/emp_company, HTTP/1.1, 200, 0.054216
127.0.0.1, 2012-05-03 11:53:41, GET, /themishrms/default/download, HTTP/1.1, 404, 0.046943
127.0.0.1, 2012-05-03 11:53:43, GET, /themishrms/default/emp_organization, HTTP/1.1, 200, 0.053628
